,recipeID,ingredient_and_quantity,ingredient_gt
10125,771,2 tsp hot chilli powder,chilli powder
10126,771,1 1/2 tsp ground coriander,coriander
10127,771,1 1/2 tsp garam masala,garam masala
10128,771,4 pitta breads,pita bread
10129,771,large bunch of coriander,coriander
10130,771,small bunch of mint,mint
10131,771,1 clove of garlic,garlic
10132,771,3 tbsp plain yogurt,yogurt
10133,771,1 green chilli,chilli
10134,771,5 tomatoes,tomatoes
10135,771,2 red onions,onions
10136,771,1/2 cucumber,cucumber
10137,771,1 lemon,lemon
10138,771,1 lime,lime
10139,771,salt,salt
10140,771,pepper,pepper
10141,771,olive oil,olive oil
10142,772,bunch of parsley ,parsley
10143,772,500g spaghetti,spaghetti
10144,772,1 tsp chilli flakes,chilli
10145,772,3 cloves of garlic,garlic
10146,772,salt,salt
10147,772,4 tbsp olive oil,olive oil
10148,773,1 ciabatta loaf,ciabatta loaf
10149,773,3 cloves garlic,garlic
10150,773,1 cucumber,cucumber
10151,773,300g plum tomatoes,tomatoes
10152,773,400g smoked bacon lardons,bacon lardons
10153,773,2 avocados,avocado
10154,773,5 anchovies,anchovies
10155,773,1 tbsp dijon mustard,dijon mustard
10156,773,4 gem lettuces,baby gem lettuce
10157,773,salt,salt
10158,773,pepper,pepper
10159,773,olive oil,olive oil
10160,774,6 peppers,peppers
10161,774,1 onion,onion
10162,774,1 clove of garlic,garlic
10163,774,bunch of coriander,coriander
10164,774,800g butter beans,butter beans
10165,774,400g chickpeas,chickpeas
10166,774,2 tbsp tahini,tahini
10167,774,1 lemon,lemon
10168,774,3 tsp harissa paste,harissa paste
10169,774,2 heaped tsp smoked paprika,paprika
10170,774,1 onion,onion
10171,774,200g spinach,spinach
10172,774,salt,salt
10173,774,pepper,pepper
10174,774,olive oil,olive oil
10175,775,1 ring chorizo,chorizo
10176,775,500g spaghetti,spaghetti
10177,775,1 clove of garlic,garlic
10178,775,bunch of rosemary,rosemary
10179,775,6 egg yolks,egg
10180,775,1 lemon,lemon
10181,775,100g grated parmesan,parmesan
10182,775,salt,salt
10183,775,pepper,pepper
10184,776,8 chicken thighs,chicken thighs
10185,776,1 1/2 tbsp honey,honey
10186,776,3 tbsp dark soy sauce,dark soy sauce
10187,776,knob of ginger,ginger
10188,776,1 clove of garlic,garlic
10189,776,40g sesame seeds,sesame seeds
10190,776,2 tbsp sesame oil,sesame oil
10191,776,400g basmati rice,basmati rice
10192,777,1 red onion,onion
10193,777,2 aubergines,aubergines
10194,777,handful of kalamata olives,kalamata olives
10195,777,2 tsp capers,capers
10196,777,2 tbsp red wine vinegar,wine vinegar
10197,777,2 heaped tsp sundried tomato pesto,sundried tomato pesto
10198,777,400g plum tomatoes ,tomatoes
10199,777,500g orzo,orzo
10200,777,bunch of parsley,parsley
10201,777,salt,salt
10202,777,pepper,pepper
10203,778,3 peaches,peaches
10204,778,250g halloumi,halloumi
10205,778,100g hazelnuts,hazelnuts
10206,778,1 lemon,lemon
10207,778,bunch of thyme,thyme
10208,778,100g flaked almond,flaked almonds
10209,778,3 celery sticks,celery
10210,778,2 green apples,apples
10211,778,1 iceberg lettuce,lettuce
10212,778,2 tsp honey,honey
10213,778,2 tsp dijon mustard,dijon mustard
10214,778,salt,salt
10215,778,pepper,pepper
10216,778,olive oil,olive oil
10217,779,500g gnocchi,gnocchi
10218,779,bunch of rosemary,rosemary
10219,779,bunch of thyme,thyme
10220,779,bunch of basil,basil
10221,779,8 slices of parma ham,parma ham
10222,779,500g cherry tomatoes,cherry tomatoes
10223,779,1 clove of garlic,garlic
10224,779,50ml cider vinegar,cider vinegar
10225,779,250g ricotta,ricotta
10226,779,salt,salt
10227,779,pepper,pepper
10228,779,olive oil,olive oil
10229,780,2 peppers,peppers
10230,780,200g sweet mini peppers,peppers
10231,780,1 red chilli,chilli
10232,780,1 1/2 tbsp red wine vinegar,wine vinegar
10233,780,1 heaped tsp oregano,oregano
10234,780,1 heaped tsp smoked paprika,paprika
10235,780,1 red onion,onion
10236,780,1 lemon,lemon
10237,780,2 cloves of garlic,garlic
10238,780,4 chicken breasts,chicken breasts
10239,780,bunch of coriander,coriander
10240,780,500g tagliatelle,tagliatelle
10241,780,salt,salt
10242,780,pepper,pepper
10243,780,olive oil,olive oil
10244,781,1.5kg chicken drumsticks,chicken drumsticks
10245,781,2 tsp baking powder,powder
10246,781,knob of ginger,ginger
10247,781,2 cloves of garlic,garlic
10248,781,4 tbsp sweet chilli sauce,chilli sauce
10249,781,6 tbsp light soy sauce,soy sauce
10250,781,4 tbsp dark soy sauce,dark soy sauce
10251,781,4 avocados,avocado
10252,781,bunch of coriander,coriander
10253,781,3 spring onions,spring onions
10254,781,1 lime,lime
10255,781,salt,salt
10256,781,pepper,pepper
10257,781,olive oil,olive oil
10258,782,350g extra mature cheddar,cheddar
10259,782,350g smoked pancetta,pancetta
10260,782,4 baking potatoes,potatoes
10261,782,bunch of parsley,parsley
10262,782,bunch of tarragon,tarragon
10263,782,bunch of chives,chives
10264,782,salt,salt
10265,782,pepper,pepper
10266,782,olive oil,olive oil
10267,783,560g tofu ,tofu
10268,783,2 tbsp black peppercorns,peppercorns
10269,783,2 tbsp white sugar,sugar
10270,783,large knob of ginger,ginger
10271,783,2 garlic cloves,garlic
10272,783,4 spring onions,spring onions
10273,783,1 onion,onion
10274,783,5 tbsp butter,butter
10275,783,1 red chilli,chilli
10276,783,400g basmati rice,basmati rice
10277,783,25g cornflour,cornflour
10278,783,5 tbsp dark soy sauce,dark soy sauce
10279,783,5 tbsp light soy sauce,soy sauce
10280,784,500g lamb mince,lamb mince
10281,784,3 cloves of garlic,garlic
10282,784,bunch of basil,basil
10283,784,bunch of parsley,parsley
10284,784,3 tbsp breadcrumbs,breadcrumbs
10285,784,800g plum tomatoes ,tomatoes
10286,784,5 tsp harissa paste,harissa paste
10287,784,500g rice,rice
10288,784,6 tbsp whole milk,milk
10289,784,salt,salt
10290,784,pepper,pepper
10291,784,olive oil,olive oil
10292,785,6 cardamom pods,cardamom pods
10293,785,1 tsp turmeric,turmeric
10294,785,2 tsp garam masala,garam masala
10295,785,2 tsp chilli powder,chilli powder
10296,785,"8 skinless, boneless chicken thighs",chicken thighs
10297,785,800g plum tomatoes ,tomatoes
10298,785,1 heaped tbsp tomato puree,tomato puree
10299,785,1 green chilli,chilli
10300,785,2 brown onions,onions
10301,785,2 cloves of garlic,garlic
10302,785,knob of ginger,ginger
10303,785,400g basmati rice,basmati rice
10304,785,salt,salt
10305,785,pepper,pepper
10306,785,olive oil,olive oil
10307,786,4 chicken breasts,chicken breasts
10308,786,2 sweetcorn cobs,sweetcorn
10309,786,3 peppers ,peppers
10310,786,1 red onion,onion
10311,786,1 cucumber,cucumber
10312,786,2 avocados,avocado
10313,786,bunch of coriander,coriander
10314,786,400g black beans ,beans
10315,786,1 tsp cumin,cumin
10316,786,2 tsp smoked paprika,paprika
10317,786,1 lime,lime
10318,786,salt,salt
10319,786,pepper,pepper
10320,786,olive oil,olive oil
10321,787,1 cauliflower,cauliflower
10322,787,400g chickpeas,chickpeas
10323,787,2 aubergines,aubergines
10324,787,1 onion,onion
10325,787,4 tbsp tahini,tahini
10326,787,1 lemon,lemon
10327,787,bunch of parsley,parsley
10328,787,1 tsp ground coriander,coriander
10329,787,1 tsp cumin,cumin
10330,787,4 tsp harissa,harissa
10331,787,salt,salt
10332,787,pepper,pepper
10333,787,olive oil,olive oil
10334,788,150g spinach,spinach
10335,788,1 clove of garlic,garlic
10336,788,1 lemon,lemon
10337,788,4 tbsp single cream,single cream
10338,788,100g taleggio,taleggio
10339,788,2 tsp chilli flakes,chilli
10340,788,bunch of parsley,parsley
10341,788,bunch of thyme,thyme
10342,788,200g mixed pack mushrooms,mushrooms
10343,788,250g chestnut mushrooms,chestnut mushrooms
10344,788,800g gnocchi,gnocchi
10345,788,salt,salt
10346,788,pepper,pepper
10347,788,olive oil,olive oil
10348,789,200g petit pois,petit pois
10349,789,100g parmesan,parmesan
10350,789,500g orzo,orzo
10351,789,1 lemon,lemon
10352,789,200g spinach,spinach
10353,789,bunch of basil,basil
10354,789,bunch of mint,mint
10355,789,1 clove of garlic,garlic
10356,789,40g pine nuts,pine nuts
10357,789,salt,salt
10358,789,pepper,pepper
10359,789,olive oil,olive oil
10360,790,"8 skinless, boneless chicken thighs",chicken thighs
10361,790,1 iceberg lettuce,lettuce
10362,790,1 clove of garlic,garlic
10363,790,8 naan breads,naan bread
10364,790,bunch of mint,mint
10365,790,bunch of coriander,coriander
10366,790,1 lime,lime
10367,790,500g yoghurt,yoghurt
10368,790,1 1/2 tsp ground coriander,coriander
10369,790,1 1/2 tsp ground ginger,ginger
10370,790,1 heaped tsp cumin,cumin
10371,790,1 tsp cayenne pepper,cayenne pepper
10372,790,1 brown onion,onion
10373,790,salt,salt
10374,790,pepper,pepper
10375,790,olive oil,olive oil
10376,791,560g tofu ,tofu
10377,791,3 carrots,carrots
10378,791,1 onion,onion
10379,791,2 cloves of garlic,garlic
10380,791,knob of ginger,ginger
10381,791,4 tsp curry powder,curry powder
10382,791,1 tsp garam masala,garam masala
10383,791,100g breadcrumbs,breadcrumbs
10384,791,1 tbsp flour,flour
10385,791,1 vegetable stock cube,vegetable stock
10386,791,1 tbsp agave nectar,agave nectar
10387,791,3 tbsp soy sauce,soy sauce
10388,791,400g chickpeas ,chickpeas
10389,791,400g basmati rice,basmati rice
10390,791,olive oil,olive oil
10391,792,1 tsp chilli flakes,chilli
10392,792,1 clove of garlic,garlic
10393,792,bunch of rosemary,rosemary
10394,792,bunch of thyme,thyme
10395,792,6 tbsp salted butter,butter
10396,792,loaf of sourdough,sourdough
10397,792,320g mature cheddar,cheddar
10398,792,300g flat mushrooms,mushrooms
10399,793,1/2 tsp turmeric,turmeric
10400,793,1 1/2 tsp garam masala,garam masala
10401,793,1 brown onion,onion
10402,793,400g basmati rice,basmati rice
10403,793,400ml reduced fat coconut milk,coconut milk
10404,793,bunch of coriander,coriander
10405,793,2 cloves of garlic,garlic
10406,793,knob of ginger,ginger
10407,793,1 1/2 heaped tsp peanut butter,peanut butter
10408,793,3 aubergines,aubergines
10409,793,1 lime,lime
10410,793,1 pepper,pepper
10411,793,100g spinach,spinach
10412,793,400g chickpeas,chickpeas
10413,793,salt,salt
10414,793,olive oil,olive oil
10415,794,150g sun-dried tomatoes,sun-dried tomatoes
10416,794,90g pine nuts,pine nuts
10417,794,350g coconut yogurt,coconut yogurt
10418,794,bunch of basil,basil
10419,794,bunch of mint,mint
10420,794,1 lemon,lemon
10421,794,1 large aubergine,aubergine
10422,794,500g linguine,linguine
10423,794,1 clove of garlic,garlic
10424,795,250g chorizo,chorizo
10425,795,3 avocados,avocado
10426,795,bunch of coriander,coriander
10427,795,2 spring onions,spring onions
10428,795,1 lime,lime
10429,795,500g new potatoes,potatoes
10430,795,6 squids,squid
10431,795,1 lemon,lemon
10432,795,salt,salt
10433,795,pepper,pepper
10434,795,olive oil,olive oil
10435,796,500g chicken breast,chicken breast
10436,796,bunch of spring onions,spring onions
10437,796,400ml coconut milk,coconut milk
10438,796,1 tbsp fish sauce,fish sauce
10439,796,400g egg noodles,egg noodles
10440,796,1 heaped tbsp smooth peanut butter,peanut butter
10441,796,3 tbsp soy sauce,soy sauce
10442,796,salted peanuts ,peanuts
10443,797,3 red onions,onions
10444,797,2 tsp cumin seeds,cumin seeds
10445,797,2 tsp ground coriander,coriander
10446,797,2 tsp garam masala,garam masala
10447,797,bunch of mint,mint
10448,797,bunch of coriander,coriander
10449,797,150g coconut yogurt,coconut yogurt
10450,797,4 brioche buns ,brioche buns
10451,797,4 tbsp gram flour,flour
10452,797,1 tsp baking powder,baking powder
10453,797,small knob of fresh ginger,ginger
10454,797,mango chutney ,mango chutney
10455,797,1/2 cucumber,cucumber
10456,797,salt,salt
10457,797,pepper,pepper
10458,797,vegetable oil,vegetable oil
10459,798,250g chorizo,chorizo
10460,798,3 red peppers,peppers
10461,798,200g manchego,manchego
10462,798,300g cheddar,cheddar
10463,798,500g macaroni,macaroni
10464,798,bunch of rosemary,rosemary
10465,798,1 pint whole milk,milk
10466,798,2 tbsp plain flour,flour
10467,798,salt,salt
10468,798,pepper,pepper
10469,798,olive oil,olive oil
10470,799,200g fennel,fennel
10471,799,50g flaked almonds,flaked almonds
10472,799,50g walnuts,walnuts
10473,799,balsamic glaze,balsamic glaze
10474,799,3 oranges,oranges
10475,799,250g halloumi,halloumi
10476,799,bunch of mint,mint
10477,799,2 bags of mixed leaves,leaves
10478,799,olive oil,olive oil
10479,800,4 tbsp rice vinegar,rice vinegar
10480,800,1 1/2 tbsp sugar,sugar
10481,800,80g pineapple,pineapple
10482,800,2 tbsp sweet chilli sauce,chilli sauce
10483,800,4 tbsp tomato ketchup,tomato ketchup
10484,800,1 brown onion,onion
10485,800,3 peppers,peppers
10486,800,3 eggs,eggs
10487,800,1 heaped tsp cornflour,cornflour
10488,800,"8 skinless, boneless chicken thighs",chicken thighs
10489,800,vegetable oil,vegetable oil
10490,801,120g manchego,manchego
10491,801,2 steaks ,steaks
10492,801,4 sub rolls,sub rolls
10493,801,5 tbsp red wine vinegar,wine vinegar
10494,801,bunch of coriander,coriander
10495,801,bunch of parsley,parsley
10496,801,2 shallots,shallots
10497,801,1 clove of garlic,garlic
10498,801,salt,salt
10499,801,pepper,pepper
10500,801,olive oil,olive oil
10501,802,1 fennel,fennel
10502,802,285g artichoke hearts,artichoke
10503,802,1 lemon,lemon
10504,802,500g tagliatelle,tagliatelle
10505,802,1 courgette,courgette
10506,802,1 heaped tbsp mascarpone,mascarpone
10507,802,2 cloves of garlic,garlic
10508,802,salt,salt
10509,802,pepper,pepper
10510,802,olive oil,olive oil
10511,803,8 chicken thighs,chicken thighs
10512,803,10 tbsp soy sauce,soy sauce
10513,803,3 tbsp mirin,mirin
10514,803,knob of ginger,ginger
10515,803,1 tbsp white sugar,sugar
10516,803,500g sushi rice,sushi rice
10517,803,1 heaped tsp wasabi paste,wasabi paste
10518,803,salt,salt
10519,803,olive oil,olive oil
10520,804,2 tbsp sriracha,sriracha
10521,804,6 tbsp mayonnaise,mayonnaise
10522,804,1 avocado,avocado
10523,804,400g basmati rice,basmati rice
10524,804,240g radishes,radishes
10525,804,1 cucumber,cucumber
10526,804,25g plain flour,flour
10527,804,2 eggs,eggs
10528,804,100g breadcrumbs,breadcrumbs
10529,804,1 cauliflower,cauliflower
10530,804,2 courgettes,zucchini
10531,804,1 lime,lime
10532,804,handful of coriander,coriander
10533,804,salt,salt
10534,804,pepper,pepper
10535,804,3 tbsp olive oil,olive oil
10536,805,770g butternut squash,butternut squash
10537,805,1 sweet potato,potato
10538,805,2 cloves of garlic,garlic
10539,805,8 shallots,shallots
10540,805,1 vegetable stock cube,vegetable stock
10541,805,500g wholewheat tagliatelle,tagliatelle
10542,805,7 sage leaves,sage leaves
10543,805,salt,salt
10544,805,pepper,pepper
10545,805,olive oil,olive oil
10546,806,1 1/2 tsp paprika,paprika
10547,806,1 1/2 tsp cumin,cumin
10548,806,1 red onion,onion
10549,806,2 avocados,avocado
10550,806,4 baps,bread rolls
10551,806,240g coconut yoghurt,coconut yoghurt
10552,806,3 spring onions,spring onions
10553,806,4 tbsp breadcrumbs,breadcrumbs
10554,806,800g kidney beans,kidney beans
10555,806,1 lime,lime
10556,806,bunch of coriander,coriander
10557,806,salt,salt
10558,806,pepper,pepper
10559,806,olive oil,olive oil
10560,807,2 cloves of garlic,garlic
10561,807,1 red onion,onion
10562,807,2 peppers ,peppers
10563,807,1 1/2 tsp cumin,cumin
10564,807,1 1/2 tsp paprika,paprika
10565,807,250g chestnut mushrooms,chestnut mushrooms
10566,807,800g chopped tomatoes ,tomatoes
10567,807,250g tofu,tofu
10568,807,5 cubes vegan dark chocolate,dark chocolate
10569,807,bunch of coriander,coriander
10570,807,1 lemon,lemon
10571,807,400g rice,rice
10572,807,400g kidney beans ,kidney beans
10573,807,salt,salt
10574,807,pepper,pepper
10575,807,olive oil,olive oil
10576,808,1 lime,lime
10577,808,1 red chilli,chilli
10578,808,big knob of ginger,ginger
10579,808,bunch of coriander,coriander
10580,808,bunch of mint,mint
10581,808,1 whole star anise,star anise
10582,808,3 tbsp fish sauce,fish sauce
10583,808,300g rice noodles,rice noodles
10584,808,2 carrots,carrots
10585,808,2 veggie stock cubes,vegetable stock
10586,808,1 tbsp coriander seeds,coriander seeds
10587,808,250g chestnut mushrooms,chestnut mushrooms
10588,808,salt,salt
10589,808,pepper,pepper
10590,808,olive oil,olive oil
10591,809,4 brioche baps,brioche buns
10592,809,bunch of coriander,coriander
10593,809,2 eggs,eggs
10594,809,breadcrumbs,breadcrumbs
10595,809,3 tbsp plain flour,flour
10596,809,2 tsp sesame oil,sesame oil
10597,809,1 lime,lime
10598,809,1⁄2 white cabbage,cabbage
10599,809,200g radishes,radishes
10600,809,1 tbsp runny honey,honey
10601,809,2 tsp curry powder,curry powder
10602,809,1 tsp garam masala,garam masala
10603,809,8 tbsp mayonnaise,mayonnaise
10604,809,3/4 vegetable stock cube,vegetable stock
10605,809,"4 skinless, boneless chicken thighs",chicken thighs
10606,809,vegetable oil,vegetable oil
10607,810,400g butternut squash,butternut squash
10608,810,250g self-raising flour,self-raising flour
10609,810,2 eggs,eggs
10610,810,bunch of rosemary,rosemary
10611,810,80g parmesan,parmesan
10612,810,8 bacon rashers,back bacon rashers
10613,810,4 tsp clear honey,honey
10614,810,350ml whole milk,milk
10615,810,salt,salt
10616,810,pepper,pepper
10617,810,olive oil,olive oil
10618,811,3 bay leaves,bay leaves
10619,811,400ml milk,milk
10620,811,750g beef mince,beef mince
10621,811,800g tinned tomatoes,tomatoes
10622,811,2 cloves of garlic,garlic
10623,811,3 celery sticks,celery
10624,811,2 carrots,carrots
10625,811,2 onions,onions
10626,811,450g spaghetti,spaghetti
10627,811,187ml red wine,wine
10628,811,300g smoked bacon,bacon
10629,811,parmesan ,parmesan
10630,811,salt,salt
10631,811,pepper,pepper
10632,812,1 lemon,lemon
10633,812,1 clove of garlic,garlic
10634,812,bunch of basil,basil
10635,812,250g cherry tomatoes,cherry tomatoes
10636,812,2 peppers,peppers
10637,812,50g breadcrumbs,breadcrumbs
10638,812,225g halloumi,halloumi
10639,812,2 eggs,eggs
10640,812,50g plain flour,flour
10641,812,60g rocket,rocket
10642,812,3 courgettes,zucchini
10643,812,50g parmesan,parmesan
10644,812,50g pine nuts,pine nuts
10645,812,salt,salt
10646,812,pepper,pepper
10647,812,vegetable oil ,vegetable oil
10648,812,6 tbsp olive oil,olive oil
10649,813,2 sweet potatoes,potatoes
10650,813,250g plain flour,flour
10651,813,large knob of unsalted butter,butter
10652,813,bunch of rosemary,rosemary
10653,813,200g ricotta cheese,ricotta cheese
10654,813,80g parmesan,parmesan
10655,813,1 clove of garlic,garlic
10656,813,100g spinach,spinach
10657,813,salt,salt
10658,813,pepper,pepper
10659,813,olive oil,olive oil
10660,814,4 tbsp sweet chilli sauce,chilli sauce
10661,814,4 tbsp soy sauce,soy sauce
10662,814,3 tbsp ketchup,ketchup
10663,814,2 cloves of garlic,garlic
10664,814,knob of ginger,ginger
10665,814,100ml cornflour slurry,cornflour
10666,814,2 eggs,eggs
10667,814,400g basmati rice,basmati rice
10668,814,"750g of skinless, boneless chicken thighs",chicken thighs
10669,814,1 1/2 tbsp rice wine vinegar,seasoned rice wine vinegar
10670,814,bunch spring onions,spring onions
10671,814,sesame seeds,sesame seeds
10672,814,vegetable oil,vegetable oil
10673,815,6 pork sausages,pork sausages
10674,815,200g chestnut mushrooms,chestnut mushrooms
10675,815,10 rashers smoked bacon,back bacon rashers
10676,815,sprig of rosemary,rosemary
10677,815,2 cloves of garlic,garlic
10678,815,200g spinach,spinach
10679,815,800g tinned tomatoes,tomatoes
10680,815,8 eggs,eggs
10681,815,loaf of sourdough,sourdough
10682,816,2 salmon fillets,salmon
10683,816,bunch of dill,dill
10684,816,bunch of parsley,parsley
10685,816,1 1/2 tbsp horseradish,horseradish
10686,816,1 1/2 tbsp sour cream,sour cream
10687,816,1 pack of puff pastry,puff pastry
10688,816,1 egg,egg
10689,816,200g spinach,spinach
10690,816,2 cloves of garlic,garlic
10691,816,salt,salt
10692,816,pepper,pepper
10693,816,olive oil,olive oil
10694,817,1 tsp cinnamon,cinnamon
10695,817,300g yoghurt,yoghurt
10696,817,500g passata,passata
10697,817,2 cloves of garlic,garlic
10698,817,knob of ginger,ginger
10699,817,1 brown onion,onion
10700,817,2 tsp mango chutney,mango chutney
10701,817,1 tsp garam masala,garam masala
10702,817,2 tsp curry powder,curry powder
10703,817,700g chicken thigh meat,chicken thighs
10704,817,750g puff pastry sheets,puff pastry sheets
10705,817,1 egg,egg
10706,817,salt,salt
10707,817,pepper,pepper
10708,817,olive oil,olive oil
10709,818,knob of butter,butter
10710,818,1 white baguette,baguette
10711,818,800ml vegetable stock,vegetable stock
10712,818,1 brown onion,onion
10713,818,2 potatoes,potatoes
10714,818,2 leeks,leeks
10715,818,1 broccoli,broccoli
10716,818,200g saint agur,saint agur
10717,818,salt,salt
10718,818,pepper,pepper
10719,819,1 clove of garlic,garlic
10720,819,1 red onion,onion
10721,819,100g salad,salad
10722,819,5 tbsp mayo,mayonnaise
10723,819,1 red chilli,chilli
10724,819,1 tsp smoked paprika,paprika
10725,819,1 tsp red oregano,oregano
10726,819,1 tbsp red wine vinegar,wine vinegar
10727,819,3 peppers ,peppers
10728,819,4 burger buns,burger buns
10729,819,450g halloumi,halloumi
10730,819,1 lemon,lemon
10731,819,salt,salt
10732,819,pepper,pepper
10733,819,olive oil,olive oil
10734,820,3 tbsp red wine vinegar,wine vinegar
10735,820,1 heaped tbsp rosemary,rosemary
10736,820,bunch of basil,basil
10737,820,1 baguette,baguette
10738,820,3 red peppers,peppers
10739,820,1 bulb of garlic,garlic
10740,820,10 vine tomatoes,vine tomatoes
10741,820,1 chicken stock cube,chicken stock
10742,820,1 ring of chorizo,chorizo
10743,820,salt,salt
10744,820,pepper,pepper
10745,821,1 lime,lime
10746,821,500g pork mince,pork mince
10747,821,300g basmati rice,basmati rice
10748,821,4 tbsp fish sauce,fish sauce
10749,821,bunch spring onions,spring onions
10750,821,1 red chilli,chilli
10751,821,2 tsp lemongrass puree,lemongrass puree
10752,821,bunch of coriander,coriander
10753,821,bunch of mint,mint
10754,821,knob of ginger,ginger
10755,821,small gem lettuce,baby gem lettuce
10756,821,olive oil,olive oil
10757,822,bunch of coriander,coriander
10758,822,1 brown onion,onion
10759,822,2 green chillies,chillies
10760,822,2 heaped tsp garam masala,garam masala
10761,822,800g chopped tomatoes ,tomatoes
10762,822,250g red split lentils,lentils
10763,822,3 cloves of garlic,garlic
10764,822,3 cardamom pods ,cardamom pods
10765,822,large knob of ginger,ginger
10766,822,"1kg of skinless, boneless chicken thighs",chicken thighs
10767,822,1 chicken stock cube,chicken stock
10768,822,2 heaped tbsp plain yogurt,yogurt
10769,822,salt,salt
10770,822,pepper,pepper
10771,822,olive oil,olive oil
10772,823,1 red apple,apple
10773,823,1 brown onion,onion
10774,823,4 tbsp cranberry sauce,cranberry sauce
10775,823,4 sage leaves,sage leaves
10776,823,1 baguette,baguette
10777,823,500g brussels sprouts,brussels sprouts
10778,823,300g smoked streaky bacon,streaky bacon
10779,823,12 good quality pork sausage,pork sausages
10780,823,salt,salt
10781,823,pepper,pepper
10782,823,olive oil,olive oil
10783,824,2 cloves of garlic,garlic
10784,824,1 tsp ground all spice,allspice
10785,824,2 butternut squash,butternut squash
10786,824,bunch of mint,mint
10787,824,1 red onion,onion
10788,824,150g chestnuts,chestnuts
10789,824,100g cranberries,cranberries
10790,824,500g couscous,couscous
10791,824,350g coconut yoghurt ,coconut yoghurt
10792,824,3/4 cucumber,cucumber
10793,824,salt,salt
10794,824,pepper,pepper
10795,824,olive oil,olive oil
10796,825,1 heaped tsp red pesto,pesto
10797,825,8 tortilla wraps,wraps
10798,825,320g wyke farms mature cheddar,cheddar
10799,825,2 red onions,onions
10800,825,4 peppers ,peppers
10801,825,3 courgettes,zucchini
10802,825,2 aubergines,aubergines
10803,825,salt,salt
10804,825,pepper,pepper
10805,825,olive oil,olive oil
10806,826,bunch of spring onions,spring onions
10807,826,1 tsp chilli flakes,chilli
10808,826,1 tsp sesame oil,sesame oil
10809,826,4 courgettes,zucchini
10810,826,1 tsp chinese five spice,five spice
10811,826,8 eggs,eggs
10812,826,1 1/2 heaped tbsp plain flour,flour
10813,826,1 1/2 tbsp cornflour,cornflour
10814,826,salt,salt
10815,826,pepper,pepper
10816,826,vegetable oil,vegetable oil
10817,827,500g rigatoni,rigatoni
10818,827,250g ricotta,ricotta
10819,827,100g parmesan,parmesan
10820,827,300g smoked bacon,bacon
10821,827,3 aubergines,aubergines
10822,827,2 cloves of garlic,garlic
10823,827,800g chopped tomatoes ,tomatoes
10824,827,1 tsp chilli flakes,chilli
10825,828,1 clove of garlic,garlic
10826,828,2 tsp chilli flakes,chilli
10827,828,500g of gnocchi,gnocchi
10828,828,6 big sausages,sausages
10829,828,200g taleggio,taleggio
10830,828,206g of curly kale,kale
10831,828,250g of ricotta,ricotta
10832,828,salt,salt
10833,828,pepper,pepper
10834,828,olive oil,olive oil
10835,829,300g quinoa,quinoa
10836,829,165g raw king prawns,king prawns
10837,829,50ml cider vinegar,cider vinegar
10838,829,2 avocados,avocado
10839,829,1 cucumber,cucumber
10840,829,bunch of basil,basil
10841,829,salt,salt
10842,829,pepper,pepper
10843,829,olive oil,olive oil
10844,830,4 chicken breasts,chicken breasts
10845,830,bunch of basil,basil
10846,830,150g mozzarella,mozzarella
10847,830,150g parmesan,parmesan
10848,830,2 cloves of garlic,garlic
10849,830,100g breadcrumbs,breadcrumbs
10850,830,1 egg,egg
10851,830,680ml passata,passata
10852,830,salt,salt
10853,830,pepper,pepper
10854,830,olive oil,olive oil
10855,831,250g cherry tomatoes,cherry tomatoes
10856,831,500g pork belly,pork belly
10857,831,1 red onion,onion
10858,831,400ml beer,beer
10859,831,2 tsp smoked paprika,paprika
10860,831,2 tsp cumin,cumin
10861,831,8 mini tortillas,tortillas
10862,831,bunch of spring onions,spring onions
10863,831,1 red chilli,chilli
10864,831,1 lime,lime
10865,831,bunch of coriander,coriander
10866,831,1 mango,mango
10867,831,4 cloves of garlic,garlic
10868,831,400g black beans ,beans
10869,831,salt,salt
10870,831,pepper,pepper
10871,831,olive oil,olive oil
10872,832,1 tbsp plain flour,flour
10873,832,150g butter,butter
10874,832,1 heaped tsp ground all spice,allspice
10875,832,3 eggs,eggs
10876,832,1 pint whole milk,milk
10877,832,1 brown onion,onion
10878,832,500g pork mince,pork mince
10879,832,500g beef mince,beef mince
10880,832,120g white bread,bread
10881,832,100ml cider vinegar,cider vinegar
10882,832,1 beef stock cube,beef stock
10883,832,bunch of parsley,parsley
10884,832,500g tagliatelle,tagliatelle
10885,832,1 clove of garlic,garlic
10886,832,salt,salt
10887,832,pepper,pepper
10888,832,olive oil,olive oil
10889,833,300g cheddar,cheddar
10890,833,200g parmesan,parmesan
10891,833,1 butternut squash,butternut squash
10892,833,2 heaped tsp dijon mustard,dijon mustard
10893,833,1 1/2 tbsp plain flour,flour
10894,833,bunch of sage,sage
10895,833,bunch of rosemary,rosemary
10896,833,1 pint whole milk,milk
10897,833,500g macaroni,macaroni
10898,833,salt,salt
10899,833,pepper,pepper
10900,833,5 tbsp olive oil,olive oil
10901,834,250g ricotta,ricotta
10902,834,1 lemon,lemon
10903,834,bunch of mint,mint
10904,834,330g smoked bacon,bacon
10905,834,800g petit pois,petit pois
10906,834,500g linguine,linguine
10907,834,salt,salt
10908,834,pepper,pepper
10909,834,olive oil,olive oil
10910,835,700g rack of ribs,pork ribs
10911,835,4 tbsp soy sauce,soy sauce
