,recipeID,instructions,ingredients_no_quantities
819,832,"['preheat oven to 180°c/356°f', 'grab a baking tray', 'add tomatoes, roughly chopped peppers, a whole bulb of garlic and a heaped tablespoon of rosemary leaves', 'season with salt and pepper and place in the oven for 30 minutes', 'crumble your chorizo into a frying pan', 'cook over a medium heat until crispy', 'remove the chorizo and save for the end', 'pour the chorizo fat into your roasting vegetable tray, making sure everything is coated', 'place the tray back in the oven for another 15 minutes', 'when the vegetables are cooked and caramelised, remove the tray from the oven', 'pour the vegetables into a large saucepan', 'add 500ml of chicken stock, a large handful of basil leaves and red wine vinegar', 'bring to a simmer and blitz the soup with a hand blender until smooth', 'serve with the crispy chorizo scattered on top and a nice hunk of crusty bread.']","['wine vinegar', 'rosemary', 'basil', 'baguette', 'peppers', 'garlic', 'vine tomatoes', 'chicken stock', 'chorizo', 'salt', 'pepper']"
820,833,"['prep your ingredients', 'take your mint and coriander', 'with a knife, separate the stalks and the leaves', 'finely chop the stalks of both but keep them separate', 'finely chop your coriander and mint leaves', 'peel your ginger and chop into small matchsticks', 'finely slice 1 red chilli and 4 spring onions', 'measure out 4 tbsp of fish sauce', 'at this point, get 300g of rice on', 'rinse the rice and add it to a pan with 2 times the amount of boiling water', 'cook without a lid until the water has been absorbed', 'in a large wok or frying pan, add a splash of olive oil and then add your pork mince', 'fry on a high heat, breaking it up with a wooden spoon', 'as the pork starts to caramelise, remove it from the wok and set it aside', 'in the same wok, add a splash more oil', 'add your ginger, red chilli, mint and coriander stalks, spring onions and 2 tsp of lemongrass puree', 'keep mixing your larb base', 'once it starts to catch on the pan, pour in your fish sauce and squeeze in the juice of a lime', 'mix it together, and then reintroduce the pork mince', 'stir', 'add your rice spoon by spoon', 'once all the rice and pork is folded together, add your coriander and mint leaves', 'mix together', 'remove the larb from the heat', 'serve the larb in crispy lettuce leaves and enjoy!']","['lime', 'pork mince', 'basmati rice', 'fish sauce', 'spring onions', 'chilli', 'lemongrass puree', 'coriander', 'mint', 'ginger', 'baby gem lettuce', 'olive oil']"
821,834,"['finely chop your onion, a large knob of ginger, green chillies and garlic cloves', 'dice your chicken thighs into bite-size pieces', 'place a large frying pan on the heat', 'add a drizzle of olive oil', 'add your chopped onion', 'add garam masala and bashed cardamom pods', 'mix together', 'add your ginger, green chillies and garlic', 'cook for a further 2 minutes, making sure everything is coated in the spices', 'add your chicken thighs', 'cook the meat on a medium to high heat until it starts to brown', 'add red split lentils', 'mix together', 'add two tins of chopped tomatoes and crumble in a chicken stock cube', 'fill each tin ¾ of the way with water and add that too', 'season with salt and pepper, stir, and cover', 'leave on a low heat for 35 minutes', 'remove the lid and give the curry a good mix to prevent lentils from sticking', 'add a large handful of chopped coriander and remove the curry from the heat', 'add 2 big tablespoons of plain yoghurt and fold it through the curry', 'serve whilst hot with extra coriander leaves scattered on top', 'enjoy!']","['coriander', 'onion', 'chillies', 'garam masala', 'tomatoes', 'lentils', 'garlic', 'cardamom pods', 'ginger', 'chicken thighs', 'chicken stock', 'yogurt', 'salt', 'pepper', 'olive oil']"
822,835,"['cut a hole in the top of a sausage', 'with your finger and thumb, squeeze the meat out of the skins and place in a bowl', 'discard the skins and cover the bowl', 'splash some olive oil in a pan', 'add a finely chopped onion, fry until soft and add chopped sage leaves', 'mix together, season with salt and pepper and remove from the heat', 'allow to cool for 10 minutes and then add the mix to your sausage meat', 'grate a red apple and give the gratings a little squeeze to remove excess moisture', 'add to the sausages', 'season the meat generously with salt and pepper', 'mix everything together with your hands', 'form into a big lump and place on a big surface', 'pat and roll it out until you have one big sausage, roughly the same length as your baguette', 'bacon time', 'wrap your big sausage in bacon, making sure the rashers overlap', 'you should have enough rashers to cover the sausage', 'if you run out, just mould the sausage a bit shorter so you have less space to cover', 'wrap it tight in tin foil, place on a baking tray, and cook for 40 minutes', 'in the meantime, finely cut your sprouts', 'add a generous glug of olive oil to a pan and add the sprouts', 'keep frying them until they are nice and wilted and starting to brown', 'season with salt and pepper and add a splash of water', 'reduce the water down and then remove the sprouts from the heat', 'after 40 minutes, your sausage will be cooked through', 'remove it gently from the tin foil', 'place it back in the oven, under the grill, for 3 minutes on each side so the bacon gets nice and crispy', 'lather one side in cranberry sauce and place it under the grill for a final 3 minutes', 'halve your baguette and spread on a layer of cranberry sauce', 'add your sprouts', 'place your sausage on top of the sprouts', 'cover with the top half of the baguette, carve it up and tuck in! enjoy!']","['apple', 'onion', 'cranberry sauce', 'sage leaves', 'baguette', 'brussels sprouts', 'streaky bacon', 'pork sausages', 'salt', 'pepper', 'olive oil']"
823,836,"['preheat oven to 180°c/356°f', 'halve your butternut squash', 'lay them on a tray and sprinkle with a teaspoon of all spice', 'season with salt and pepper, add a drizzle of olive oil and roast for 1 hour until soft', 'add your chestnuts to a roasting tray and roast for 30 minutes until tender', 'while the squash is roasting, prepare your tzatziki', 'pour your coconut yogurt into a bowl', 'grate the cucumber, squeeze any excess water out of them and add to the yogurt', 'add a handful of chopped mint, the zest and juice of a lime', 'season with salt and pepper and mix together', 'cover with cling film and leave to chill in the fridge', 'pour couscous into a bowl and cover with boiling water', 'leave it to absorb the water, after which it will be ready to eat', 'finely chop garlic cloves and a red onion', 'add it to a large frying pan with a splash of olive oil', 'add a heaped teaspoon of all spice and mix everything together', 'cook on a low heat for 3-4 minutes', 'remove your squash from the oven', 'scoop out the flesh, being careful to keep the skins intact', 'break up the flesh with a spoon and set aside', 'remove your chestnuts from the oven', 'discard the outer shells and add the chestnut insides to the frying pan with the onions', 'add the cranberries to the pan and mix everything together', 'add the couscous, bit by bit', 'once it is all mixed in, add the squash', 'cook everything for another 4 minutes and remove the pan from the heat', 're-stuff your squash skins and place them back in the oven for another 20 minutes', 'serve the squash with big dollops of the tzatziki and any leftover mint, cranberries and chestnuts', 'enjoy!']","['garlic', 'allspice', 'butternut squash', 'mint', 'onion', 'chestnuts', 'cranberries', 'couscous', 'coconut yoghurt', '', 'cucumber', 'salt', 'pepper', 'olive oil']"
824,837,"['preheat oven to 180°c/356°f', 'slice up your veg into chunks and whack them on a tray', 'season with salt, pepper and olive oil', 'roast for 40 minutes until cooked through and caramelised', 'remove veg from oven', 'get a frying pan on the heat and add some oil', 'rub it around the pan with some kitchen roll so it is all covered', 'place a tortilla on the base', 'add a heaped tsp of red pesto and spread it out', 'grate over a large handful of cheddar and add a large spoon of the roasted veg', 'top with more grated cheddar and place another wrap on the top', 'cook on a medium heat for 5 minutes until the bottom layer of cheddar has melted', 'flip the quesadilla by placing a plate on top of it and turning the pan over', 'slide the quesadilla from the plate and put it back into the pan', 'cook for another 5 minutes and remove from the heat when all the cheese has melted', 'repeat this 3 more times with your remaining veg and tortillas, carve up your quesadillas and tuck in! enjoy!']","['pesto', 'wraps', 'cheddar', 'onions', 'peppers', 'zucchini', 'aubergines', 'salt', 'pepper', 'olive oil']"
825,838,"['grate courgettes', 'squeeze the gratings to get rid of excess water and then pat them down with kitchen roll', 'add them to a bowl', 'add a teaspoon of sesame oil, a teaspoon of chinese 5 spice, 3 chopped spring onions, a tsp of chilli flakes, salt and pepper', 'add cornflour, plain flour and an egg', 'mix everything together with your hands', 'heat a pan and pour in some vegetable oil', 'when it is hot, add a heaped tbsp of the courgette mix', 'flatten it out and cook for 4 minutes on one side', 'once crisp, flip the fritter', 'in the meantime, get your poached eggs on', 'boil some water lightly', 'whisk the water to create a whirlpool and add your egg to the edge of the whirl', 'it should turn the whites around the yolk and leave you with the perfect poached egg', 'it needs about 3 minutes to be perfect', 'stack up your fritters and top with the poached eggs', 'add a small drop of sesame oil and tuck in! enjoy!']","['spring onions', 'chilli', 'sesame oil', 'zucchini', 'five spice', 'eggs', 'flour', 'cornflour', 'salt', 'pepper', 'vegetable oil']"
826,839,"['preheat oven to 180°c/356°f\ncut your aubergine into long thin slices', 'grill each slice on a griddle pan until charred and soft', ""if you don't have a griddle, use a frying pan with no oil"", 'set aubergine slices to one side', 'pasta sauce time', 'cut up your bacon into chunks', 'add to a pan with no oil', 'cook on a medium heat until nice and crispy', 'add two chopped garlic cloves and a teaspoon of crushed chillies', 'cook for 30 seconds and pour in tins of chopped tomatoes', 'mix everything in and reduce the sauce down', 'while the sauce is reducing, get your pasta on', 'when the pasta is al dente (not completely cooked) drain it and add to the sauce', 'mix it all together and remove from the heat', 'take an oven proof dish (preferably metal)', 'it has to be quite deep', 'line it with your aubergines', 'first line the bottom, making sure all the pieces of aubergine overlap', 'place them around the edges until all sides are covered', 'spoon in a layer of pasta so it comes up to about a third', 'spoon in your ricotta, smoothing it out', 'grate over a layer of parmesan and then add the rest of the pasta', 'place the remaining aubergine slices over the top so it is covered', 'grate over some parmesan and cover with tin foil', 'bake in the oven for 20 minutes', 'remove the dish from the oven and remove the tin foil', 'place it back in the oven for 4 minutes so the parmesan melts', 'place a plate on top of the dish, flip it and ease the tin off the pasta cake', 'slice it up and tuck in! enjoy!']","['rigatoni', 'ricotta', 'parmesan', 'bacon', 'aubergines', 'garlic', 'tomatoes', 'chilli']"
827,840,"['squeeze the sausage meat out of the sausages and form into little balls', 'splash some olive oil into a frying pan, add the balls and fry until browning', 'add a sliced garlic clove and a teaspoon of chilli flakes', 'after 20 seconds, add your kale', 'add a small splash of water and cook for 5 minutes until the kale has wilted', 'place your gnocchi in a bowl and cover with boiling water', 'leave for 5 minutes', 'add your ricotta to the sauce and mix it in', 'add 4 or 5 tablespoons of the starchy gnocchi water', 'season with salt and pepper and mix everything together', 'drain the gnocchi and add to a baking dish', 'place the kale sausage mix on top of the gnocchi and mix together', 'top the gnocchi with thin slices of taleggio and add another tsp of chilli flakes', 'place under the grill for 10 minutes or until golden and bubbling', 'dole out and enjoy!']","['garlic', 'chilli', 'gnocchi', 'sausages', 'taleggio', 'kale', 'ricotta', 'salt', 'pepper', 'olive oil']"
828,841,"['get your quinoa on', 'it should take 15 minutes in boiling water but check the packet for cooking directions', 'place the prawns in a bowl', 'season with salt and pepper and add 1 tbsp of olive oil', 'mix together', 'throw the prawns onto a hot griddle pan', 'they should take 1 ½ minutes on each side', 'in the meantime, cut avocados into small cubes and add to a salad bowl', 'peel and de-seed cucumber, chop into small chunks and add that too', 'once the prawns are pink and cooked through, remove them from the heat and add to a bowl, along with the cooked quinoa', 'add a handful of chopped basil', 'dressing time', 'add cider vinegar to a jar with olive oil', 'season with salt and pepper', 'mix it all together', 'pour the dressing over the salad, toss it together and serve! enjoy!']","['quinoa', 'king prawns', 'cider vinegar', 'avocado', 'cucumber', 'basil', 'salt', 'pepper', 'olive oil']"
829,842,"['start with the marinara sauce', 'get a frying pan on the heat, add a big glug of olive oil and add crushed garlic cloves', 'fry for 20 seconds and pour in your passata', 'add 300ml of water and bubble down until thickened', 'once thick, add a big handful of fresh basil', 'mix it in and remove the sauce from the heat', 'chicken time', 'take a chicken breast', 'you are going to butterfly it', 'with a sharp knife, cut from one side, length ways, to half way through', 'lie the breast cut side down and cover with a piece of cling film', 'get a rolling pin and bash the chicken until it is about the thickness of a £1 coin', 'do this with all the chicken breasts', 'coat each breast in beaten egg (seasoned with salt and pepper) followed by breadcrumbs', 'heat a frying pan with some oil', 'add the chicken piece by piece, frying for 4 minutes on each side until crisp and golden', 'spoon your sauce into a baking dish and lay your chicken pieces on top', 'add 3 slices of mozzarella to each piece', 'cover the chicken with grated parmesan', 'season with pepper and drizzle on some olive oil', 'place under a hot grill for 10 minutes or until golden and bubbling', 'remove from the oven and tuck in', 'enjoy!']","['chicken breasts', 'basil', 'mozzarella', 'parmesan', 'garlic', 'breadcrumbs', 'egg', 'passata', 'salt', 'pepper', 'olive oil']"
830,843,"['preheat oven to 150°c/302°f', 'place pork belly slices on a tray', 'add 1⁄4 of a red onion and two garlic cloves', 'add cumin and smoked paprika', 'season with salt and pepper', 'pour 400ml of beer over the top and then add enough water to cover the pork', 'cover the tray with tin foil and cook for 4 hours', 'in the meantime, make your salsa', 'grab a bowl', 'add a cubed mango, a large handful of quartered cherry tomatoes, a handful of chopped coriander, chopped spring onions, a chopped red chilli and the juice of a lime', 'add a drizzle of olive oil and season with salt', 'mix together and chill', 'after 4 hours, remove the pork from the oven', 'remove the tin foil', 'break up the pork with a fork', 'place it back in the oven at 180°c/356°f for 20 minutes until most of the liquid has evaporated and you have your dark, sticky pork', 'black bean time', 'splash some olive oil into a pan and fry two chopped garlic cloves', 'after 20 seconds, add your black beans but keep the water in the tin for later', 'coat the beans in the garlic and oil', 'mash them up', 'add the water from the tin and reduce until you have a black bean mush', 'once everything is ready, heat up your mini tortillas, add a dollop of black bean mush, your pork and then the salsa', 'enjoy!']","['cherry tomatoes', 'pork belly', 'onion', 'beer', 'paprika', 'cumin', 'tortillas', 'spring onions', 'chilli', 'lime', 'coriander', 'mango', 'garlic', 'beans', 'salt', 'pepper', 'olive oil']"
831,844,"['add white bread (without crusts) into a bowl and cover with whole milk', 'squeeze it together and set aside until the milk is absorbed', 'finely chop onion', 'add a heaped tsp of all spice and fry until soft', 'remove from the heat', 'grab a big mixing bowl', 'add your soaked bread, the pork and beef mince, onion, egg yolks, a handful of finely chopped parsley stalks, a grated garlic clove, salt and pepper', 'mix it all together', 'divide and roll into 20 balls', 'cover and refrigerate for 15 minutes', 'heat a large pan', 'add a drizzle of olive oil and add your meatballs', 'cook for 5 minutes on each side', 'remove from the heat when they are brown and caramelised all around', 'get your tagliatelle on the boil', 'set meatballs aside', 'drain excess oil from the pan', 'place the pan back on the heat', 'add butter', 'allow it to melt and add a tbsp of flour', 'whisk it in', 'add 500ml of beef stock, cider vinegar and a good grind of pepper', 'cook until the sauce has thickened and then reintroduce the meatballs', 'throw in a handful of chopped parsley and mix it in', 'serve the meatballs on the tagliatelle with any leftover parsley leaves scattered on the top', 'enjoy!']","['flour', 'butter', 'allspice', 'eggs', 'milk', 'onion', 'pork mince', 'beef mince', 'bread', 'cider vinegar', 'beef stock', 'parsley', 'tagliatelle', 'garlic', 'salt', 'pepper', 'olive oil']"
832,845,"['preheat oven to 180°c/356°f', 'peel your butternut squash and cut it into cubes', 'place on a baking tray', 'drizzle with olive oil, season with salt and pepper and roast for 25 minutes (until soft, not browning though)', 'when the squash is ready, take 2/3 of it and add to a blender', 'pour the milk into the blender and blitz until smooth', 'place a large saucepan on the heat', 'add 4 tbsp of olive oil and flour', 'whisk it together until the flour is absorbed by the oil', 'start gradually adding your blended butternut mix, whisking constantly', 'once mixed in, add dijon mustard', 'get your macaroni cooking in a separate pan', 'finely grate cheddar and parmesan', 'add chopped sage leaves and a small handful of chopped rosemary to the butternut squash sauce', 'mix them in', 'add the remaining 1/3 of the roasted cubed butternut', 'drain your macaroni and add it to the butternut squash pan', 'mix it all together', 'add the cheese, saving enough to sprinkle over the macaroni before putting it in the oven', 'fold the cheese in', 'once it has melted, remove the pan from the heat', 'pour the macaroni into a baking dish', 'sprinkle your leftover cheese on top', 'add some sage and rosemary leaves and a drizzle of olive oil', 'place under the grill for 3 minutes', 'keep an eye on it, you don’t want the cheese to burn', 'when the cheese is nicely browned, remove the dish from the oven', 'dole out and tuck in! enjoy mob!']","['cheddar', 'parmesan', 'butternut squash', 'dijon mustard', 'flour', 'sage', 'rosemary', 'milk', 'macaroni', 'salt', 'pepper', 'olive oil']"
833,846,"['cut bacon into small bits and chuck into a pan', 'fry until crispy', 'get the linguine on', 'rest a colander over the pan and add the peas', 'after 5 minutes, the peas should be ready', 'remove from the heat and put in a bowl', 'add ricotta, a handful of chopped mint and the juice of a lemon', 'season with salt and pepper, a drizzle of olive oil and mash', 'take half of the peas and blend with 3 ladles of pasta water', 'drain pasta', 'pour pasta into the bacon pan', 'add the blended mushy peas and the rest of the mushy peas', 'dollop ricotta over the top and squeeze over some lemon juice', 'enjoy!']","['ricotta', 'lemon', 'mint', 'bacon', '', 'linguine', 'salt', 'pepper', 'olive oil']"
834,847,"['preheat oven to 160°c/320°f', 'grab a bowl', 'add soy sauce, honey, cider vinegar, grated garlic cloves, chinese 5 spice, cayenne, tomato puree and a good grind of black pepper', 'mix it all together', 'place your rack of ribs in a baking tray', 'pour ¾ of the marinade over them and rub it in', 'cover with tin foil and marinate for 2 hours', 'place the tray, with the tin foil still on, in the oven for an hour', 'after an hour, remove the foil and baste with the juices in the tray', 'put the tray back in the oven for half an hour', 'after 30 minutes, remove from the oven and pour over the remaining ¼ of marinade', 'place the ribs back in the oven', 'keep on basting them every 20 minutes or so, until the ribs have had 3 hours total in the oven', 'remove from the oven, hack them up and tuck in! enjoy!']","['pork ribs', 'soy sauce', 'honey', 'five spice', 'cayenne pepper', 'vinegar', 'tomato puree', 'garlic', 'pepper']"
835,848,"['preheat oven to 180°c/356°f\nthrow the mince into a bowl', 'add cumin, fennel seeds, cayenne and dried oregano', 'add grated garlic clove', 'season with salt and pepper', 'mush everything together', 'form the mince into a fat sausage, similar to an aubergine shape', 'wrap it tightly in tin foil and place in the oven for 30 minutes', 'tzatziki time', 'grab a bowl', 'add your yogurt, grated cucumber (squeeze the gratings to remove excess water), the juice of a lemon, salt and pepper', 'mix together', 'cover and whack in the fridge', 'pickled onion time', 'grab a bowl', 'add a finely sliced red onion, the juice of a lemon and a pinch of salt', 'scrunch the salt and lemon juice into the onions', 'leave out until you serve', '(the acidity of the lemon will take the sharpness out the onion)', 'after 30 minutes, remove the lamb from the oven', 'remove the tin foil', 'place it under the grill for 2 minutes on each side so it gets brown and crispy', ""watch that it doesn't burn"", 'remove the doner from the oven', 'slice it thinly with a sharp knife', 'add a big handful of parsley to your pickled onions', 'assemble time', 'take a warm pitta', 'dollop in some tzatziki and add some doner strips', 'spoon in some pickled onion, dollop on a bit more tzatziki and tuck in!']","['cumin', 'fennel seeds', 'cayenne pepper', 'oregano', 'garlic', 'lamb mince', 'parsley', 'lemon', 'yoghurt', 'cucumber', 'onion', 'pita bread', 'salt', 'pepper']"
836,849,"['finely slice onion, red chilli, cloves of garlic, the coriander stalks and the ginger', 'set them aside', 'chop the tops off the pumpkins', 'remove the seeds', '(if you want you can bake them for delicious roasted pumpkin seeds)', 'hollow out the pumpkins, scooping the flesh off the sides', 'chop up the flesh', 'get a large pan on the heat and pour in a glug of olive oil', 'add your onion, ginger, garlic, chilli and coriander stalks', 'fry until soft', 'add a heaped tsp of lemongrass puree', 'mix it in and add your pumpkin', 'stir it about', 'crumble in a stock cube', 'pour in enough water to cover the pumpkin, place a lid on top and boil for 25 minutes until the pumpkin is soft', 'take a hand blender and blitz the pumpkin', 'remove any scuzz with a spoon', 'add your coconut milk', 'blitz again', 'remove any more scuzz', 'turn up the heat and bubble the soup down until you have a nice thick consistency', 'when ready, pour soup back into the hollowed out pumpkins, scatter with coriander leaves, drizzle over some olive oil and tuck in! enjoy!']","['vegetable stock', 'pumpkin', 'onion', 'garlic', 'coconut milk', 'coriander', 'chilli', 'ginger', 'lemongrass puree', 'olive oil']"
837,850,"['finely slice cloves of garlic', 'get a large saucepan on the heat and splash in some olive oil', 'add your garlic and a tsp of crushed chillies', 'fry for about 40 seconds and add your cherry tomatoes', 'add your spaghetti to a large pan of boiling water', 'after 2 minutes, add your clams to the sauce pan and pour in your wine', 'bring to the boil and cover with a lid', 'cook for about 5 minutes, until all the clams have opened up', 'add a large handful of chopped parsley', 'remove the pasta from the heat and sieve', 'pour it into the sauce', 'mix it around, drizzle over some olive oil and serve! enjoy!']","['cherry tomatoes', 'spaghetti', 'pinot grigio', 'chilli', 'garlic', 'parsley', 'clams', 'olive oil']"
838,851,"['preheat oven to 180°c/356°f', 'dice up your chicken thighs into chunks', 'add some olive oil to a large pan and brown the chicken', 'remove the chicken from the pan and set aside', 'finely slice your leeks, bacon and onions', 'add bacon to the chicken pan and fry until crispy', 'deglaze the pan with a splash of water', 'add the leeks and onion', 'fry until soft, adding a splash of water if the vegetables start catching on the pan', 'once soft, add the chicken', 'stir it in and add a large handful of chopped tarragon', 'stir again and flour', 'mix it in, making sure the flour is all absorbed', 'pour in milk, splash by splash', 'keep stirring until you have a thick pie filling', 'season generously with pepper', 'remove the pan from the heat', 'fill a pie dish with the filling', 'lay your puff pastry on top', 'trim the sides and brush the pastry with egg yolk wash', 'add a sprinkle of salt and place in the oven for 30 minutes, or until the pastry is puffed up and golden', 'slice your pie up and serve with a big dollop of dijon mustard', 'enjoy!']","['chicken thighs', 'leeks', 'onion', 'bacon', 'milk', 'tarragon', 'puff pastry', 'flour', 'egg', 'dijon mustard', 'salt', 'pepper', 'olive oil']"
839,852,"['add 2 parts rice to 1 part water', 'let it bubble away until all the water has been absorbed', 'prep your veg', 'chop your ginger into matchsticks', 'finely chop a red chilli, a garlic clove and 2 spring onions', 'take your sea bass and score the skin, about half a cm deep, 3 or 4 times', 'add some drops of soy sauce and rub it in', 'drizzle over some olive oil', 'heat a frying pan and add a large glug of vegetable oil so the bottom of the pan is covered', 'add your sea bass to the pan, skin side down', 'cook for 4 minutes', 'flip and cook for 1 minute on the other side', 'remove from the pan', 'set the fish aside, cover and allow it to rest', 'drain excess oil from the frying pan', 'place it back on the heat', 'add your garlic, chilli and ginger', 'pour in soy sauce and 8 tbsp of water', 'add your spring onions and reduce the sauce down until it has thickened', 'time to steam the pak choi', 'this should take about 5 minutes', 'when the pak choi is done, you’re ready to serve', 'place the fish on a bed of rice and arrange your pak choi around the fish', 'pour over the sauce, and tuck in! enjoy!']","['spring onions', 'chilli', 'garlic', 'basmati rice', 'pak choi', 'soy sauce', 'coriander', 'ginger', 'sea bass']"
840,853,"['grab a bowl', 'add the beef mince, 30g chilli pesto and a very generous amount of pepper', 'mix it all together with your hands and then squeeze the meat into a ball', 'set the ball on a tray and divide it into 8 equal balls', 'press the balls into patties', 'make sure they are about as thick as a £1 coin', 'heat a griddle pan', 'place the burgers into the pan, and cook on a medium-high heat for 4 minutes', 'once charred on the underside, flip the burger', 'place a thick slice of mozzarella on each patty and place a lid on the pan', 'cook on a medium-high heat for a further 4 minutes', 'grind some black pepper on the cheese', 'remove the burgers from the heat', 'let them rest on a plate for 1 minute', 'make your pesto mayo', 'grab a bowl', 'add mayo, your remaining chilli pesto, a handful of chopped basil leaves, balsamic glaze and pepper', 'mix it all together', 'serving time', 'get a bun and chop it in half', 'layer some mayo on the bottom', 'add two slices of tomato', 'add one patty', 'top the patty with some basil and lettuce leaves', 'add another patty', 'top the patty with another dollop of pesto mayo and then add the bun', 'open your mouth, take a bite and enjoy!']","['burger buns', 'tomato', 'basil', 'balsamic glaze', 'mayonnaise', 'mozzarella', 'chilli pesto', 'beef mince', 'pepper']"
841,854,"['preheat oven to 180°c/356°f', 'cut your squash into cubes', 'add to a baking tray with salt, pepper and olive oil', 'roast for 30 minutes until soft', 'when the squash is ready, add it to a bowl with grated parmesan, ricotta, chopped thyme, chopped sage leaves, the zest of a lemon, salt and pepper', 'mash it all together', 'pasta time', 'it is easy', 'so easy', 'you just have to have faith and be persistent', 'measure out 200g of flour and pour it onto a surface', 'make a well in the middle', 'crack eggs into a bowl and whisk together', 'pour the egg mix into the well', 'mix the egg into the flour with a fork', 'once it has absorbed, dust your hands with flour and start working the dough', 'if it is slightly dry, add a small drop of water', 'it will start off quite sticky but if you keep kneading and beating it about, it will become soft and smooth', 'once smooth, wrap it in cling film and refrigerate for 20 minutes', 'once it has cooled, take the dough from the fridge', 'cut it into quarters', 'take 1 quarter, place it on a surface covered with flour and roll it out with a rolling pin', 'roll it thin', 'half the thickness of a 10p piece', 'it doesn’t matter if it is a bit thicker but the thinner the better', 'cut out circles with a cutter', 'each quarter of the dough should give you 8 circles', 'you’ll need 32 circles to make 16 ravioli', 'lay out the circles', 'place a little dollop of filling in the centre of 16 of them', 'run water around the edge of the filling and put another pasta circle on top', 'squeeze it down around the filling', 'then take a fork and press down around the edges of the ravioli so it is sealed', 'done!\nheat a pan of water and season with salt', 'add your ravioli', 'they should take 4 minutes', 'they are ready when they all float to the top', 'in the meantime, get your sauce on', 'melt butter in a pan', 'add sage leaves and 12 drops of lemon juice', 'when the butter starts to brown, remove from the heat', 'serving time', 'place ravioli on a plate', 'pour the butter sauce over the top', ""add the crispy sage leaves, sprinkle over some extra parmesan and bob's your uncle! enjoy!""]","['eggs', 'butter', 'lemon', 'flour', 'parmesan', 'ricotta', 'thyme', 'sage', 'butternut squash', 'salt', 'pepper', 'olive oil']"
842,855,"['preheat oven to 180°c/356°f', 'cut your potatoes into cubes and add to a baking tray', 'add a handful of rosemary leaves and your whole cloves of garlic', 'season with salt and pepper, drizzle over some olive oil and add to the oven for 50 minutes', 'mix them about every 15 minutes to ensure crispiness on all sides', 'add your steak to a bowl with salt, pepper and olive oil', 'cover and leave to marinate at room temperature for 20 minutes or so', 'heat a griddle pan', 'once hot, whack on your steak', 'cook for 4 minutes on each side for medium rare', 'remove from the heat, set it on a plate and cover', 'let the steak rest for 10 minutes', 'this will make it extra tender', 'now is the perfect time to get on with your balsamic glaze', 'pour the balsamic vinegar into a pan', 'add the zest of a lemon and sugar then, mix it all together and remove from heat when it is sticky', 'time to serve up', 'lay some rocket on a nice plate', 'cut your steak into strips and lay them on top of the rocket', 'grate parmesan over the top and drizzle over your glaze', 'serve the steak with the crunchy cube fries', 'enjoy!']","['sirloin steak', 'parmesan', 'sugar', 'balsamic vinegar', 'rosemary', 'garlic', 'potatoes', 'rocket', 'lemon', 'salt', 'pepper', 'olive oil']"
843,856,"['preheat oven to 180°c/356°f', 'place the sweet potatoes on a baking tray', 'drizzle over some olive oil and season with salt', 'place in the oven for 1 hour until soft', 'when the potatoes are ready, halve them and scoop out the flesh', 'add the flesh to a bowl with ginger, crushed lemongrass, a grated red chilli, chopped coriander, soy sauce, 3 chopped spring onions and the juice of a lime', 'finely chop your fish fillets into little bits and add to the mix', 'squish everything together and mould it into a big lump', 'cover with tin foil and place in the fridge for 20 minutes or so to firm up', 'once firm, mould the mixture into cakes', 'dip the cakes in plain flour followed by beaten egg and then breadcrumbs', 'arrange the cakes on a baking tray', 'drizzle olive oil on top and sprinkle on some salt', 'place in the oven for 35 minutes until golden', 'boil your peas and drain', 'add a handful of chopped mint, the juice of a lemon, olive oil, salt and pepper', 'mash together', 'serve the fish cakes on top of the crushed peas, sprinkle over some lemon juice and enjoy!']","['lime', 'lemon', 'flour', 'peas', 'spring onions', 'breadcrumbs', 'eggs', 'mint', 'coriander', 'chilli', 'lemongrass', 'ginger', 'soy sauce', 'fish', 'potatoes', 'salt', 'pepper', 'olive oil']"
844,857,"['preheat oven to 180°c/356°f', 'chuck all of your spinach in a pan and wilt it', 'remove from the heat', 'place the wilted spinach in a sieve and squeeze out the water', 'put the spinach in a bowl', 'add red pesto and mascarpone', 'season with salt and pepper and mush everything together', 'in another bowl, add oregano, the zest of a lemon, salt and pepper', '(this will be the rub to go on the outside of the breasts)', 'mix it together and set aside', 'chicken time', 'take each chicken breast and cut a hole in the thicker side of the breast', 'use your fingers to prod away until you have made a cavity inside the breast', 'spoon in your filling to each chicken breast', 'you want them to be really filled up', 'once you have done this to all the chicken, roll them in the oregano and lemon zest rub', 'get a pan on a medium heat', 'add a drizzle of olive oil and then add your chicken', 'cook for 4 minutes on each side so they are nicely browned and caramelised', 'place the pan in the oven for 12 minutes, until cooked through', 'add the bulgur wheat to a pan of boiling water and crumble in a chicken stock cube for extra flavour', 'cook according to pack instructions', 'serve the breasts on the steaming hot bulgur wheat with some lemon juice squeezed over the top', 'enjoy!']","['bulgur wheat', 'chicken breasts', 'pesto', 'spinach', 'mascarpone', 'lemon', 'oregano', 'chicken stock', 'salt', 'pepper', 'olive oil']"
