recipeID,ingredient_and_quantity,ingredient_gt
650,60ml double cream,double cream
650,½ tsp vanilla extract or vanilla bean paste,vanilla extract orvvanilla bean paste
651,2 cloves of garlic,garlic
651,large knob of ginger,ginger
651,5 spring onions,spring onions
651,2 courgettes,zucchini
651,1 carrot,carrot
651,2 peppers (red and yellow),peppers
651,1 red chilli,chilli
651,400g rice,rice
651,3 tbsp reduced salt soy sauce,soy sauce
651,2 tbsp white wine vinegar,wine vinegar
651,300g shallots,shallots
651,4 eggs,eggs
651,salt,salt
651,vegetable oil,vegetable oil
652,8-10 chicken thighs,chicken thighs
652,2l water,water
652,120ml sweet tea,tea
652,1 1/2 tsp garlic powder,garlic powder
652,1 1/2 tsp dried oregano,oregano
652,1 1/2 tsp dried thyme,thyme
652,2 tbsp freshly ground black pepper,pepper
652,6 tbsp salt,salt
652,260g plain flour,flour
652,2 tbsp cornstarch,cornstarch
652,1 1/2 tsp paprika,paprika
652,1 1/2 tsp dried thyme,thyme
652,475ml buttermilk,buttermilk
652,2 bottles of vegetable oil for frying,vegetable oil
652,1 1/2 tsp salt,salt
652,1 tsp freshly ground black pepper,pepper
652,250g plain flour,flour
652,28g baking powder,powder
652,60g sugar,sugar
652,6 large eggs,eggs
652,215g butter,butter
652,657ml whole milk,milk
652,1 tsp salt,salt
652,butter,butter
652,maple syrup,maple syrup
652,non-stick spray,spray
652,icing sugar,icing sugar
653,10 slices of parma ham,parma ham
653,500g linguine,linguine
653,2 cloves of garlic,garlic
653,bunch of chives,chives
653,6 eggs,eggs
653,100g parmesan,parmesan
653,salt,salt
653,pepper,pepper
654,2 peri peri rice pouches (we use tilda),peri peri rice
654,4 chicken breasts,chicken breasts
654,3 peppers (red and yellow),peppers
654,1 red onion,onion
654,2 corn on the cobs,corncobs
654,1 lemon,lemon
654,1 red chilli,chilli
654,1 tbsp smoked paprika,paprika
654,bunch of mint,mint
654,bunch of coriander,coriander
654,2 tsp oregano,oregano
654,2 cloves of garlic,garlic
654,salt,salt
654,pepper,pepper
654,olive oil,olive oil
655,250g chorizo ring,chorizo
655,3 peppers,peppers
655,2 red onions,onions
655,2 avocados,avocado
655,4 spring onions,spring onions
655,1 lime,lime
655,1 sachet of smokey bbq seasoning mix for fajitas,barbecue seasoning
655,8 skinless and boneless chicken thighs,chicken thighs
655,8 plain tortillas,tortillas
655,4 tbsp sour cream,sour cream
655,bunch of coriander,coriander
655,salt,salt
655,pepper,pepper
655,olive oil,olive oil
656,600g potatoes,potatoes
656,12 sausages,sausages
656,2 tbsp salted butter,butter
656,300ml whole milk,milk
656,800g petit pois,petit pois
656,1 lemon,lemon
656,1 tsp english mustard,mustard
656,2 red onions,onions
656,1 beef stock cube,beef stock
656,1 1/2 tbsp plain flour,flour
656,1 tbsp red wine vinegar,wine vinegar
656,bunch of parsley,parsley
656,salt,salt
656,pepper,pepper
656,olive oil,olive oil
657,1 large cauliflower,cauliflower
657,4 tbsp cornflour,cornflour
657,4 tbsp plain flour,flour
657,large knob of ginger,ginger
657,2 cloves of garlic,garlic
657,3 tbsp sweet chilli,chilli
657,3 tbsp sriracha,sriracha
657,150ml reduced salt soy sauce,soy sauce
657,2 tbsp rice wine vinegar,seasoned rice wine vinegar
657,50ml water,water
657,400g basmati rice,basmati rice
657,salt,salt
657,pepper,pepper
657,vegetable oil,vegetable oil
658,1 onion,onion
658,bulb of fennel,fennel
658,2 tsp smoked pimentón de la vera,pimenton
658,pinch of saffron,saffron
658,200ml white wine,wine
658,50ml pernod (or any anise liqueur),pernod or anise liqueur
658,300g ripe tomatoes,ripe tomatoes
658,half an orange,orange
658,200ml shellfish or fish stock,shellfish or fish stock
658,400g monkfish,monkfish
658,"400g clams, cleaned",clams
658,"500g raw prawns, shell on",raw prawns
658,salt,salt
658,pepper,pepper
658,olive oil,olive oil
659,4 skinless chicken breasts,chicken breasts
659,bulb of garlic,garlic
659,1 lemon,lemon
659,150g grated parmesan,parmesan
659,2 tbsp greek yoghurt,yoghurt
659,2 baby gem lettuces,baby gem lettuce
659,200g radishes,radishes
659,1 avocado,avocado
659,bunch of basil,basil
659,salt,salt
659,pepper,pepper
659,olive oil,olive oil
660,400g plant-based mince (we use meatless farm),minced meat
660,1 onion,onion
660,bunch of mint,mint
660,bunch of coriander,coriander
660,knob of ginger,ginger
660,2 tsp lemongrass paste,lemongrass paste
660,1 lime,lime
660,1 clove of garlic,garlic
660,1 tbsp sesame oil,sesame oil
660,1 tbsp soy sauce,soy sauce
660,400g basmati rice,basmati rice
660,1 red chilli,chilli
660,2 baby gem lettuce,baby gem lettuce
660,salt,salt
660,pepper,pepper
660,olive oil,olive oil
661,6 chicken thighs,chicken thighs
661,2 cloves of garlic,garlic
661,1 small onion,onion
661,1 maggi stock cube,stock
661,knob of ginger,ginger
661,bunch of thyme,thyme
661,salt,salt
661,644g basmati rice,basmati rice
661,465g fresh tomatoes,tomatoes
661,100g green beans,beans
661,50ml neutral oil,neutral oil
661,1 small onion,onion
661,2 tbsp tomato purée,tomato puree
661,2 large carrots,carrots
661,1 red bell pepper,bell pepper
661,1 scotch bonnet chilli,chilli
661,salt,salt
661,bunch of parsley,parsley
661,bunch of basil,basil
661,bunch of coriander,coriander
661,150g breadcrumbs,breadcrumbs
661,2 cloves of garlic,garlic
661,olive oil,olive oil
661,salt,salt
661,3 plantains,plantains
661,1 tsp cayenne pepper or chilli powder,cayenne pepper or chilli powder
661,1 tsp ground ginger,ginger
661,salt,salt
661,300ml olive oil,olive oil
662,4 sweet potatoes,potatoes
662,180g kale,kale
662,125g capers,capers
662,6 tbsp tahini,tahini
662,1 lemon,lemon
662,3 tbsp soy sauce,soy sauce
662,1 1/2 tsp sesame oil,sesame oil
662,6 tsp chilli flakes,chilli
662,3 cloves of garlic,garlic
662,salt,salt
662,pepper,pepper
662,olive oil,olive oil
663,"4 boneless, skinless chicken thighs",chicken thighs
663,6 tbsp natural yoghurt,yoghurt
663,5 tsp harissa paste,harissa paste
663,400g couscous,couscous
663,bunch of mint,mint
663,bunch of coriander,coriander
663,1/2 cucumber,cucumber
663,1/2 lime,lime
663,salt,salt
663,pepper,pepper
663,olive oil,olive oil
664,4 leeks,leeks
664,450g fettuccine,fettuccine
664,175g salted butter,butter
664,200g parmesan,parmesan
664,salt,salt
664,pepper,pepper
665,4 chicken breasts,chicken breasts
665,3 tbsp balti curry paste,curry paste
665,300g basmati rice,basmati rice
665,2 chicken stock cubes,chicken stock
665,2 large onions,onions
665,1 tsp turmeric,turmeric
665,1 bay leaf,bay leaf
665,60g salted butter,butter
665,500g low fat yoghurt,yoghurt
665,165g colemans mint sauce (barney’s favourite),mint sauce
665,1 cucumber,cucumber
665,chilli powder (to taste),chilli powder
665,2 packs of naan bread,naan bread
665,bunch of coriander,coriander
666,400g plant-based mince (we use meatless farm),minced meat
666,1 onion,onion
666,1 heaped tsp cumin,cumin
666,1 heaped tsp chilli powder,chilli powder
666,1 tsp fennel seeds,fennel seeds
666,bunch of parsley,parsley
666,4 tsp hot sauce,sauce
666,4 tbsp hummus,hummus
666,1/2 cucumber,cucumber
666,2 tomatoes,tomatoes
666,1/2 lemon,lemon
666,4 jalapeños,jalapeno chilies
666,2 cloves of garlic,garlic
666,4 pittas,pita bread
666,salt,salt
666,pepper,pepper
666,olive oil,olive oil
667,4 red peppers,peppers
667,60g sliced almonds,almonds
667,200g grated mozzarella,mozzarella
667,200g grated cheddar,cheddar
667,400g macaroni,macaroni
667,2 cloves of garlic,garlic
667,2 tbsp red wine vinegar,wine vinegar
667,2 tsp smoked paprika,paprika
667,bunch of parsley,parsley
667,salt,salt
667,pepper,pepper
667,olive oil,olive oil
668,2 caribbean rice & pea pouches (we use tilda),caribbean rice & pea
668,4 cod fillets,cod
668,2 onions,onions
668,2 spring onions,spring onions
668,2 red peppers,peppers
668,1 lime,lime
668,150g mango,mango
668,2 scotch bonnets,scotch bonnet
668,800g cherry tomatoes,cherry tomatoes
668,500ml veggie stock,vegetable stock
668,1 tsp cinnamon,cinnamon
668,bunch of thyme,thyme
668,bunch of coriander,coriander
668,2 tsp allspice,allspice
668,salt,salt
668,pepper,pepper
668,olive oil,olive oil
669,1 roll puff pastry,puff pastry
669,1 onion,onion
669,2 tsp fennel seeds,fennel seeds
669,1 tsp rosemary,rosemary
669,2 tsp ‘nduja paste,‘nduja paste
669,6 sausages,sausages
669,3 egg yolks,egg
669,1 orange,orange
669,150g manchego,manchego
669,salt,salt
669,pepper,pepper
669,olive oil,olive oil
670,8 sausages,sausages
670,8 rashers smoked back bacon,back bacon rashers
670,4 tomatoes,tomatoes
670,400g button mushrooms,button mushrooms
670,2 potatoes,potatoes
670,4 slices of bread,bread
670,8 eggs,eggs
670,8 slices black pudding,pudding
670,8 slices white pudding,pudding
670,800g beans,beans
670,knob of butter,butter
670,salt,salt
670,pepper,pepper
670,olive oil,olive oil
670,200ml vodka,vodka
670,250ml bloody mary mix,bloody mary mix
670,1 lemon,lemon
670,200ml tomato juice,tomato juice
670,ice,ice
670,4 celery sticks,celery
671,10 eggs,eggs
671,130g parmesan,parmesan
671,3 courgettes,zucchini
671,1 tsp chilli flakes,chilli
671,1 onion,onion
671,bunch of basil,basil
671,1 lemon,lemon
671,250g ricotta cheese,ricotta cheese
671,salt,salt
671,pepper,pepper
671,vegetable oil,vegetable oil
672,120g chorizo,chorizo
672,600g cooked carolino rice,carolino rice
672,1 red pepper,pepper
672,1 onion,onion
672,120g plantain,plantain
672,120g frozen peas,peas
672,bunch of parsley,parsley
672,40ml worcestershire sauce,worcestershire sauce
672,200ml chicken stock,chicken stock
672,40g chicken skin,chicken skin
672,1 lemon,lemon
672,salt,salt
673,2 peppers (yellow and red),peppers
673,3 beetroots,beets
673,1 aubergine,aubergine
673,2 carrots,carrots
673,2 sweet potatoes,potatoes
673,10 shallots,shallots
673,bunch of coriander,coriander
673,3 tbsp miso paste,miso paste
673,soy sauce,soy sauce
673,sesame oil,sesame oil
673,6 radishes,radishes
673,1/4 white cabbage,cabbage
673,white wine vinegar,wine vinegar
673,knob of ginger,ginger
673,salt,salt
673,olive oil,olive oil
674,800g gnocchi,gnocchi
674,1 brown onion,onion
674,2 celery sticks,celery
674,2 carrots,carrots
674,2 cloves of garlic,garlic
674,3 skinned pork sausages,pork sausages
674,400g beef mince,beef mince
674,200g chorizo,chorizo
674,200ml red wine,wine
674,800g chopped tomatoes (2 tins),tomatoes
674,2 bay leaves,bay leaves
674,1 sprig of thyme,thyme
674,100g parmesan cheese,parmesan cheese
674,salt,salt
674,pepper,pepper
674,olive oil,olive oil
675,bulb of garlic,garlic
675,100g mayonnaise,mayonnaise
675,100g plain yoghurt,yoghurt
675,bunch of mint,mint
675,3 tsp chipotle paste,chipotle paste
675,150g plain flour,flour
675,150ml chilled soda water,soda water
675,2 courgettes,zucchini
675,salt,salt
675,pepper,pepper
675,vegetable oil (enough to fill the frying pan),vegetable oil
676,125g spring onions,spring onions
676,200g mangetout,mangetout
676,3 peppers (yellow and red),peppers
676,knob of ginger,ginger
676,500g halloumi,halloumi
676,4 tbsp sweet chilli sauce,chilli sauce
676,2 tbsp soy sauce,soy sauce
676,3 tbsp peanut butter,peanut butter
676,400ml coconut milk,coconut milk
676,1 lime,lime
676,400g basmati rice,basmati rice
676,bunch of coriander,coriander
676,3 tsp chilli flakes,chilli flakes
676,60g peanuts,peanuts
676,olive oil,olive oil
677,400g arborio rice,rice
677,4 leeks,leeks
677,300g cubed pancetta,pancetta
677,175ml white wine,wine
677,100g butter,butter
677,2 brown onions,onions
677,2 chicken stock cubes,chicken stock
677,100g parmesan,parmesan
677,bunch of parsley,parsley
677,salt,salt
677,pepper,pepper
677,olive oil,olive oil
678,8 chicken thighs,chicken thighs
678,8 large tomatoes,tomatoes
678,8 sweet peppers,peppers
678,200g kalamata olives,kalamata olives
678,100g ciabatta,ciabatta
678,bulb of garlic,garlic
678,2 tsp of chilli flakes,chilli
678,300g mozzarella,mozzarella
678,bunch of basil,basil
678,salt,salt
678,pepper,pepper
678,olive oil,olive oil
679,200g fennel,fennel
679,bunch of parsley,parsley
679,2 red chillies,chillies
679,3 cloves of garlic,garlic
679,5 anchovies,anchovies
679,200ml white wine,wine
679,400g linguine,linguine
679,1 lemon,lemon
679,200g brown crab meat,crab meat
679,300g white crab meat,crab meat
679,salt,salt
679,pepper,pepper
679,olive oil,olive oil
680,1 tsp chilli flakes,chilli
680,2 brown onions,onions
680,4 courgettes,zucchini
680,175ml white wine,wine
680,284ml double cream,double cream
680,1 lemon,lemon
680,bunch of basil,basil
680,250g parmesan,parmesan
680,400g wholewheat fusilli pasta,fusilli
680,salt,salt
680,pepper,pepper
680,olive oil,olive oil
681,loaf of ciabatta,ciabatta
681,1 tsp chilli flakes,chilli
681,2 cloves of garlic,garlic
681,2 red onions,onions
681,1 lemon,lemon
681,1 cucumber,cucumber
681,600g mixed tomatoes,tomatoes
681,3 tbsp balsamic vinegar,balsamic vinegar
681,1 tbsp oregano,oregano
681,210g kalamata olives,kalamata olives
681,200g feta,feta
681,bunch of basil,basil
681,salt,salt
681,pepper,pepper
681,olive oil,olive oil
682,3 peppers (yellow and red),peppers
682,100g mangetout,mangetout
682,5 spring onions,spring onions
682,2 kaffir lime leaves,kaffir lime leaves
682,knob of ginger,ginger
682,1 lemongrass stick,lemongrass
682,2 tbsp soy sauce,soy sauce
682,2 coconut rice pouches (we used tilda),coconut rice
682,bunch of coriander,coriander
682,bunch of thai basil,basil
682,2 red chillies,chillies
682,2 limes,lime
683,bulb of garlic,garlic
683,4 aubergines,aubergines
683,400g rigatoni,rigatoni
683,1 tbsp tahini,tahini
683,1 lemon,lemon
683,bunch of basil,basil
683,20g pine nuts,pine nuts
683,210g kalamata olives,kalamata olives
683,80g pomegranate seeds,pomegranate seeds
683,bunch of mint,mint
683,salt,salt
683,pepper,pepper
683,olive oil,olive oil
684,6 tbsp mayonnaise,mayonnaise
684,5 tbsp teriyaki marinade,teriyaki marinade
684,2 knobs grated ginger,ginger
684,4 fillets sockeye salmon,red sockeye
684,70g panko breadcrumbs,panko breadcrumbs
684,1 tsp chilli flakes,chilli
684,4 brioche buns,brioche buns
684,4 beetroots,beets
684,1 lime,lime
684,2 tsp red wine vinegar,wine vinegar
684,bunch of coriander,coriander
685,4 white pittas,pita bread
685,bulb of garlic,garlic
685,4 aubergines,aubergines
685,1 tbsp tahini,tahini
685,1 lemon,lemon
685,bunch of basil,basil
685,salt,salt
685,pepper,pepper
685,olive oil,olive oil
686,4 tbsp sriracha,sriracha
686,4 tbsp soy sauce,soy sauce
686,1 1/2 tsp sugar,sugar
686,4 eggs,eggs
686,200g flat rice noodles,rice noodles
686,"3 skinless, boneless chicken thighs",chicken thighs
686,2 cloves garlic,garlic
686,400g beansprouts,beansprouts
686,6 spring onions,spring onions
686,4 carrots,carrots
686,1 red chilli,chilli
686,2 handfuls peanuts,peanuts
686,1 lime,lime
686,olive oil,olive oil
687,1 chorizo ring,chorizo
687,2 peppers (orange and red),peppers
687,250g cherry tomatoes,cherry tomatoes
687,3 cloves of garlic,garlic
687,1 red chilli,chilli
687,400g gnocchi,gnocchi
687,1.5 tbsp red wine vinegar,wine vinegar
687,1 heaped tbsp mascarpone,mascarpone
687,bunch of basil,basil
687,salt,salt
687,pepper,pepper
687,parmesan (optional),parmesan
688,12 plant based sausages (we use meatless farm),sausages
688,2 red onions,onions
688,1 tbsp plain flour,flour
688,400ml vegetable stock,vegetable stock
688,1 tbsp red wine vinegar,wine vinegar
688,bunch of parsley,parsley
688,6 potatoes,potatoes
688,1 tbsp margarine,margarine
688,salt,salt
688,pepper,pepper
688,olive oil,olive oil
689,"4 skinless, boneless chicken thighs",chicken thighs
689,4 large potatoes,potatoes
689,400ml coconut milk,coconut milk
689,1 brown onion,onion
689,handful of dry roasted peanuts,peanuts
689,1 tsp onion powder,onion powder
689,2 tsp sugar,sugar
689,4 tbsp soy sauce,soy sauce
689,3 shallots,shallots
689,1 clove of garlic,garlic
689,2 tsp chilli powder,chilli powder
689,100g galangal,galangal
689,knob of ginger,ginger
689,2 stalks lemongrass,lemongrass
689,2 tsp coriander seeds,coriander seeds
689,2 tsp ground cumin,cumin
689,1 star anise,star anise
689,small piece of cinnamon,cinnamon
689,1 tsp cloves,cloves
689,1 tsp ground cardamom,cardamom
689,2 kaffir lime leaves,kaffir lime leaves
689,1 tsp turmeric (ground or whole),turmeric
689,400g rice,rice
689,pepper,pepper
690,8 chicken thighs,chicken thighs
690,1 brown onion,onion
690,400g smoked bacon lardons,bacon lardons
690,bunch of rosemary,rosemary
690,bunch of tarragon,tarragon
690,3 cloves of garlic,garlic
690,250ml white wine,wine
690,2 tsp dijon mustard,dijon mustard
690,150ml double cream,double cream
690,2 tbsp white wine vinegar,wine vinegar
690,400g bulgur wheat,bulgur wheat
690,salt,salt
690,pepper,pepper
691,600g diced chicken thighs,chicken thighs
691,4 pittas,pita bread
691,2 large knobs of ginger,ginger
691,4 tbsp soy sauce,soy sauce
691,2 cloves of garlic,garlic
691,3 tsp fish sauce,fish sauce
691,400ml coconut milk,coconut milk
691,5 tbsp peanut butter,peanut butter
691,1 red chilli,chilli
691,1 red cabbage,cabbage
691,1 carrot,carrot
691,bunch of coriander,coriander
691,bunch of mint,mint
691,1 mango,mango
691,handful of peanuts,peanuts
691,2 tbsp vinegar,vinegar
691,salt,salt
691,olive oil,olive oil
692,"8 skinless, boneless chicken thighs",chicken thighs
692,400g pineapple chunks,pineapple
692,3 tbsp soy sauce,soy sauce
692,knob of ginger,ginger
692,1 clove of garlic,garlic
692,bunch of coriander,coriander
692,1 lime,lime
692,1 brown onion,onion
692,500g basmati rice,basmati rice
692,2 tbsp cornflour,cornflour
692,2 red peppers,peppers
692,1 tbsp tomato puree,tomato puree
692,1 tbsp sriracha,sriracha
692,salt,salt
692,pepper,pepper
692,olive oil,olive oil
693,250g cherry tomatoes,cherry tomatoes
693,250g vine tomatoes,vine tomatoes
693,250g goat’s cheese,goat cheese
693,12 rashers of smoked bacon,bacon
693,3 romaine lettuces,romaine lettuce
693,3 tbsp balsamic vinegar,balsamic vinegar
693,1 tbsp chilli flakes,chilli
693,1 tbsp oregano,oregano
693,1 clove of garlic,garlic
693,bunch of rosemary,rosemary
693,bunch of basil,basil
693,loaf of ciabatta,ciabatta
693,salt,salt
693,pepper,pepper
693,olive oil,olive oil
694,400g pearl barley,pearl barley
694,5 sachets miso paste,miso paste
694,knob of ginger,ginger
694,500g mixed wild mushrooms,mushrooms
694,3 garlic cloves,garlic
694,2 tbsp soy sauce,soy sauce
694,2 tsp chilli flakes,chilli
694,3 tbsp tahini,tahini
694,6 tbsp white wine vinegar,wine vinegar
694,1 red onion,onion
694,bunch of coriander,coriander
694,200g kale,kale
694,salt,salt
694,pepper,pepper
694,olive oil,olive oil
695,6 corn on the cobs,corncobs
695,1 chorizo ring,chorizo
695,bunch of spring onions,spring onions
695,3 sweet peppers,peppers
695,1 gem lettuce,baby gem lettuce
695,handful of whole almonds,almonds
695,4 tbsp red wine vinegar,wine vinegar
695,bunch of parsley,parsley
695,250g saint agur blue cheese,blue cheese
695,salt,salt
695,pepper,pepper
695,olive oil,olive oil
696,200g asparagus,asparagus
696,1 brown onion,onion
696,1 red chilli,chilli
696,3 cloves of garlic,garlic
696,400g orzo,orzo
696,2 vegetable stock cubes,vegetable stock
696,200g broad beans,broad beans
696,200g petit pois,petit pois
696,bunch of basil,basil
696,bunch of mint,mint
696,100g parmesan,parmesan
696,250g mozzarella,mozzarella
696,salt,salt
696,pepper,pepper
696,olive oil,olive oil
697,200g asparagus,asparagus
697,5 eggs,eggs
697,100g parmesan,parmesan
697,1 lemon,lemon
697,300g bacon,bacon
697,bunch of thyme,thyme
697,3 cloves of garlic,garlic
697,400g linguine,linguine
697,salt,salt
697,pepper,pepper
697,olive oil,olive oil
698,220g tuna,tuna
698,800g cannellini beans,cannellini beans
698,340g pitted green olives,pitted olives
698,handful of capers,capers
698,3 cloves of garlic,garlic
698,2 tsp chilli flakes,chilli
698,1 bunch of parsley,parsley
698,400g spaghetti,spaghetti
698,1 lemon,lemon
698,salt,salt
698,pepper,pepper
698,olive oil,olive oil
699,1 large lemongrass stick,lemongrass
699,2 spring onions,spring onions
699,small bunch of coriander,coriander
699,2 avocados,avocado
699,2 limes,lime
699,large knob of ginger,ginger
699,325g sweetcorn,sweetcorn
699,50g self-raising flour,self-raising flour
699,2 tbsp milk,milk
699,1/2 tsp cayenne pepper (plus extra to serve),cayenne pepper
699,10 eggs,eggs
699,225g halloumi,halloumi
700,500g beef mince,beef mince
700,4 eggs,eggs
700,2 pak choi,pak choi
700,3 tsp chilli flakes,chilli
700,1 tbsp sesame oil,sesame oil
700,2 cloves of garlic,garlic
700,knob of ginger,ginger
700,6 spring onions,spring onions
700,1l chicken stock,chicken stock
700,2 tbsp soy sauce,soy sauce
700,500g egg noodles,egg noodles
701,452g plant-based burgers (we use meatless farm),burger
701,4 tsp chipotle paste,chipotle paste
701,4 portobello mushrooms,portobello mushrooms
701,bunch of basil,basil
701,bunch of chives,chives
701,bunch of tarragon,tarragon
701,2 tbsp walnuts,walnuts
701,2 cloves of garlic,garlic
701,1 lemon,lemon
701,2 tomatoes,tomatoes
701,4 ciabatta burger buns,ciabatta rolls
701,salt,salt
701,pepper,pepper
701,olive oil,olive oil
702,8 chicken thighs,chicken thighs
702,2 tsp rosemary,rosemary
702,1 red chilli,chilli
702,400g cherry tomatoes,cherry tomatoes
702,2 cloves of garlic,garlic
702,400g orzo,orzo
702,200ml chicken stock,chicken stock
702,400g passata,passata
702,142ml single cream,single cream
702,handful of basil,basil
702,parmesan (for garnish),parmesan
702,salt,salt
702,pepper,pepper
703,500g halloumi,halloumi
703,100g kalamata olives,kalamata olives
703,1 tsp capers,capers
703,2 aubergines,aubergines
703,2 brown onions,onions
703,2 fennel bulbs,fennel
703,800g passata,passata
703,4 tsp fennel seeds,fennel seeds
703,2 tsp chilli flakes,chilli
703,3 peppers,peppers
703,bunch of basil,basil
703,1 vegetable stock cube,vegetable stock
703,2 courgettes,zucchini
703,salt,salt
703,pepper,pepper
704,400g plant based mince (we use meatless farm),minced meat
704,2 red onions,onions
704,bunch of parsley,parsley
704,4 cloves of garlic,garlic
704,2 tsp cinnamon,cinnamon
704,2 tsp oregano,oregano
704,800g tinned tomatoes (2 tins),tomatoes
704,4 aubergines,aubergines
704,300g cashew nuts,cashew nuts
704,200ml oat milk,oat milk
704,2 tbsp tahini,tahini
704,salt,salt
704,pepper,pepper
705,400g soba noodles,soba noodles
705,4 chicken breasts,chicken breasts
705,"2 peppers (red, yellow or orange)","red, yellow or orange peppers"
705,1 cucumber,cucumber
705,2 avocados,avocado
705,1 red chilli,red chilli
705,2 tsp sesame oil,sesame oil
705,3 tbsp soy sauce,soy sauce
705,1 lime,lime
705,bunch of coriander,coriander
705,bunch of basil,basil
705,4 tbsp olive oil,olive oil
706,100ml soy sauce,soy sauce
706,100ml mirin,mirin
706,50ml water,water
706,2 tbsp caster sugar,caster sugar
706,2 tsp cornflour,cornflour
706,5 spring onions,spring onions
706,500g boneless skinless chicken thighs,chicken thighs
706,1 tbsp toasted sesame seeds,sesame seeds
707,2 red onions,onions
707,6 cloves of garlic,garlic
707,2 tomatoes,tomatoes
707,2 tsp cumin seeds,cumin seeds
707,1 tsp smoked paprika,paprika
707,1 tsp oregano,oregano
707,2 tbsp chipotle paste,chipotle paste
707,1kg beef brisket,beef brisket
707,500ml chicken stock,chicken stock
707,1 lime,lime
707,"tortillas, to serve (plus guac, rice, salsa, sour cream - whatever you fancy)",tortillas
707,salt,salt
707,pepper,pepper
707,50ml vegetable oil,vegetable oil
708,500g lamb mince,lamb mince
708,500g closed cup mushrooms,mushrooms
708,1 red onion,onion
708,2 cloves of garlic,garlic
708,bunch of basil,basil
708,bunch of parsley,parsley
708,500g passata,passata
708,4 tsp harissa paste,harissa paste
708,500g cous cous,couscous
708,salt,salt
708,pepper,pepper
708,olive oil,olive oil
709,284ml double cream,double cream
709,500g mussels,mussels
709,knob of butter,butter
709,2 red onions,onions
709,handful of thyme,thyme
709,2 large handfuls of parsley,parsley
709,2 cloves of garlic,garlic
709,1 lemon,lemon
709,175ml white wine,wine
709,400g spaghetti,spaghetti
709,salt,salt
709,pepper,pepper
709,olive oil,olive oil
710,4 medium potatoes,potatoes
710,2 red bell peppers,bell peppers
710,1 red onion,onion
710,2 lemons,lemon
710,2 red chillies,chillies
710,1 tsp paprika,paprika
710,1 tsp oregano,oregano
710,1 clove of garlic,garlic
710,2 tbsp red wine vinegar,wine vinegar
710,feta (to serve),feta
710,salt,salt
710,pepper,pepper
710,olive oil,olive oil
710,handful of coriander,coriander
710,handful of mint,mint
710,1 green chilli,chilli
710,4 tbsp plain yoghurt,yoghurt
710,4 tsp mango chutney,mango chutney
710,salt,salt
710,pepper,pepper
710,olive oil,olive oil
710,handful of coriander,coriander
710,handful of parsley,parsley
710,1 red chilli,chilli
710,1 red onion,onion
710,1 clove of garlic,garlic
710,4 tbsp red wine vinegar,wine vinegar
710,500g steak,steak
710,salt,salt
710,pepper,pepper
710,olive oil,olive oil
711,2 tbsp vegetable oil,vegetable oil
711,500g pork mince,pork mince
711,400g chestnut mushrooms,chestnut mushrooms
711,knob of ginger,ginger
711,large handful of coriander,coriander
711,2 red chillies,chillies
711,handful of mint,mint
711,1 red onion,onion
711,2 tsp fish sauce,fish sauce
711,2 tsp soy sauce,soy sauce
711,4 tortilla wraps,wraps
711,400g rice,rice
711,400g kidney beans (1 tin),kidney beans
711,6 tomatoes,tomatoes
711,sriracha,sriracha
711,olive oil,olive oil
711,salt,salt
711,pepper,pepper
712,1 whole chicken,chicken
712,2 tsp oregano,oregano
712,3 tsp paprika,paprika
712,4 red bell peppers,bell peppers
712,2 lemons,lemon
712,3 red onions,onions
712,2 red chilli’s,chillies
712,2 cloves of garlic,garlic
712,8 tortilla wraps,wraps
712,100g mozzarella,mozzarella
712,100g cheddar,cheddar
712,400g rice,rice
712,400g kidney beans (1 tin),kidney beans
712,handful of coriander,coriander
712,dollop of sour cream,sour cream
712,2 tbsp red wine vinegar,wine vinegar
712,salt,salt
712,pepper,pepper
712,olive oil,olive oil
713,3 bell peppers,bell peppers
713,100g spring onions,spring onions
713,100g mangetout,mangetout
713,2 carrots,carrots
713,2 cloves of garlic,garlic
713,knob of ginger,ginger
713,400ml coconut milk (1 tin),coconut milk
713,1 tbsp peanut butter,peanut butter
713,2 tsp soy sauce,soy sauce
713,1 lime,lime
713,250g egg noodles,egg noodles
713,olive oil,olive oil
714,bunch of parsley,parsley
714,bunch of thyme,thyme
714,300g chestnut mushrooms,chestnut mushrooms
714,500g macaroni,macaroni
714,300g mozzarella,mozzarella
714,150g taleggio,taleggio
714,2 cloves of garlic,garlic
714,1 pint whole milk,milk
714,1 lemon,lemon
714,3 tbsp plain flour,flour
714,salt,salt
714,pepper,pepper
714,olive oil,olive oil
715,100g asparagus,asparagus
715,2 red onions,onions
715,handful of basil,basil
715,loaf of ciabatta,ciabatta
715,2 red bell peppers,bell peppers
715,500g cherry tomatoes (on vine),cherry tomatoes
715,240g kalamata olives,kalamata olives
715,small handful of thyme,thyme
715,1 lemon,lemon
715,4 cloves of garlic,garlic
715,2 tsp chilli flakes,chilli
715,100g artichoke hearts,artichoke
715,salt,salt
715,pepper,pepper
715,olive oil,olive oil
716,300g bacon,bacon
716,8 sausages,sausages
716,300g mushrooms,mushrooms
716,400g plum tomatoes,tomatoes
716,1 clove of garlic,garlic
716,125g spinach,spinach
716,10 eggs,eggs
716,50ml whole milk,milk
716,sourdough bread,sourdough bread
716,salt,salt
716,pepper,pepper
717,660g cherry tomatoes,cherry tomatoes
717,2 cloves of garlic,garlic
